epoch,train_loss_all,train_acc_all,val_loss_all,val_acc_all
0,0.008790080605719525,0.0,0.0036426935022553573,0.0
1,0.0033551088462655363,0.0,0.0025151888481699503,0.0
2,0.0023833543796522114,0.0,0.0019044504823306431,0.0
3,0.0018564810922655922,0.0,0.001539581746328622,0.0
4,0.0015100889991467388,0.0,0.0013135210879576893,0.0
5,0.0013058016864726176,0.0,0.001189164920316006,0.0
6,0.0011741963725608701,0.0,0.0011018456671780979,0.0
7,0.001065064969365127,0.0,0.0010186607340494027,0.0
8,0.0009001512752057841,0.05286252741681762,0.0009812368594933874,0.14486552138527847
9,0.0007317876980568354,0.10520436616497907,0.0020411468621415016,0.15893100740064242
10,0.0006488226824260962,0.12123772573332993,0.01816670739879975,0.15894263742357823
11,0.000594768283637957,0.13582232821237633,0.02003138344018505,0.16015812788685652
12,0.0005608666486715755,0.14708482757271898,0.023859813415373746,0.15826249114696248
13,0.0005290915746277628,0.156809964531428,0.02523193608682889,0.15893073134395294
14,0.0005063804934392325,0.15760474568033928,0.0008045723952818662,0.12129598170512684
15,0.00048395934796784644,0.17170778194292835,0.00080944954802712,0.12350725951825661
16,0.0004603330811593108,0.1919202521081457,0.000785232098468651,0.08603452020494504
17,0.0004415933318131675,0.2094131733029571,0.0008014572063425126,0.13832284054409505
18,0.00042528311650340375,0.2129205785938561,0.0007935677108784708,0.13695628525785503
19,0.00040906663455713826,0.22333427657677737,0.0009276272657398994,0.1497393247329955
20,0.00039531060834773455,0.2359366884171881,0.002032712124323902,0.15709976473017478
21,0.0003849010211594689,0.23870850746036254,0.002639159869151906,0.18486929834257576
22,0.00037651407630899205,0.24611294000728232,0.0007887182045333947,0.12989326933114925
23,0.000367217562877788,0.2478930366932885,0.0007639154881382218,0.12263891657515526
24,0.00036060899863234506,0.25663412478079306,0.0007634396673753285,0.12101595629398712
25,0.00035354806571446644,0.2624428999791303,0.004832537889552231,0.19078302507581374
26,0.00034640387233454163,0.2782378067170821,0.0039056246168911457,0.1639938733617279
27,0.00033953579706856265,0.2759442001109679,0.005627321930100711,0.18784190969588752
28,0.00033383749206013116,0.2815966213486776,0.0028283303478159583,0.17805348872232374
29,0.0003291443303728906,0.2859148300473072,0.0032467317606250825,0.1884332214017421
30,0.00032460708014416293,0.29209239091798045,0.0014601711031550972,0.17358154710633766
31,0.0003192210861016065,0.29446199560452047,0.003143281165438776,0.18366325108242476
32,0.000314469842123799,0.30991206046688724,0.0052045953209297014,0.19507549348768072
33,0.0003105107338902039,0.3198697946630864,0.002517318782898096,0.18240511172004936
34,0.00030900609160128696,0.3160533344147324,0.0009192796289705887,0.13593827957954005
35,0.00030332780107318494,0.31749992842049646,0.010221115206010066,0.20113134858018167
36,0.00030134429107420146,0.31696068053405546,0.006280560422545442,0.1849740839872691
37,0.0002943533159290942,0.33522516667685553,0.003452554371995995,0.1893215847472028
38,0.00029218840959052055,0.32883633597630346,0.0008864002033638266,0.09487170854772621
39,0.0002866871307980126,0.34224430359521685,0.0009716089026859173,0.13254392989143413
40,0.00028255634690419986,0.34724528859339626,0.001317645911163149,0.17480291434755546
41,0.0002799110381881921,0.3471153705517986,0.004407472729396362,0.17517276230419257
42,0.0002759641446083641,0.3568328767933577,0.0036966142540152827,0.16899299169118295
43,0.0002699903724043487,0.3707591824417481,0.0008976593089755625,0.09787017190308382
44,0.00026776487356983125,0.36760687877256654,0.001374340524377588,0.13120637265963037
45,0.00026373774408756825,0.37007142666460435,0.0013958337233186914,0.14784868720648003
46,0.00025803623877716466,0.38877736435776833,0.001542138184259574,0.15223953170688162
47,0.0002546080879535741,0.38603399438233205,0.011333082981694203,0.18353907127067492
48,0.00024970250132565317,0.40035455312389356,0.0028875321463251915,0.10156688027481398
49,0.000246630972049808,0.40029717319481006,0.00790924858301878,0.17610294312179106
