epoch,train_loss_all,train_acc_all,val_loss_all,val_acc_all
0,6.091078244722807,0.04682577388862578,5.896352859643789,0.12516905596623054
1,5.096822390189538,0.15101248054550245,4.287698195530818,0.14160645036743238
2,3.965699232541598,0.19645275777349105,3.8253052784846377,0.16866318279734024
3,3.7271755566963782,0.2224329154078777,3.8105753660202026,0.13965029355425101
4,3.566382499841543,0.23686211957381323,3.820164652971121,0.13790142650787646
5,3.33195424079895,0.25693556666374207,3.6120869379777174,0.1493257630902987
6,3.0640778633264394,0.2913778836910541,3.5058791178923387,0.1598571424300854
7,2.8739355435738196,0.30411502661613316,3.4784723978776197,0.16695440990420488
8,2.754608392715454,0.31732932650125945,3.429285865563613,0.17072222181237662
9,2.69634564106281,0.32556578058462876,3.94121606533344,0.15067602350161627
10,2.62649391247676,0.33710381388664246,3.5897527107825646,0.15880631970671508
11,2.55615181189317,0.3486125526519922,3.968634687937223,0.16446184854094797
12,2.5245087513556848,0.3573020708102446,4.09742153607882,0.14238151492407689
13,2.498753465138949,0.35746690745537096,3.548805649463947,0.170842017691869
14,2.4296164237535915,0.3650444849179341,3.7854569141681376,0.21795613863147223
15,2.369996483509357,0.3740861335626015,3.5845595873319187,0.18386426854592103
16,2.3407963789426365,0.3802035840658041,3.65590029496413,0.20449638911164725
17,2.3086452942628126,0.3898495573263902,3.7114355013920712,0.17933380317229491
18,2.2655446162590613,0.39410692109511447,3.946759975873507,0.16176004965717977
19,2.2417231247975278,0.40470032279308027,3.850426802268395,0.1586732268333435
20,2.1916009325247545,0.4043520333675238,3.803238721994253,0.16796743927093652
21,2.171247124671936,0.4207788293178265,3.74681071134714,0.1664490527831591
22,2.12899328653629,0.4221002390751472,3.7899561661940355,0.18152819516567084
23,2.081601748099694,0.4357997522904323,3.867862738095797,0.16357419496545425
24,2.054698361800267,0.4419017113172091,3.97889191370744,0.16810276789160875
25,2.310358437208029,0.38354450922745925,3.7035383444565992,0.17150265207657447
26,2.3823717557466946,0.37807588623120236,3.9496973111079288,0.1518394763653095
27,2.282045703667861,0.3882543043448375,3.7808414972745457,0.16657650126860693
28,2.1932522241885843,0.40657745874845064,3.8034285582028904,0.1661111626487512
29,2.132969085986798,0.4147582787733812,3.8504797220230103,0.17117312034735313
30,2.079008996486664,0.4290259193915587,3.89584114918342,0.1684946698638109
31,2.012623145030095,0.4461995798807878,3.947885036468506,0.16849635140253946
32,1.9677955416532664,0.4537418106427559,4.197222691315871,0.16516494378447533
33,1.9258594512939453,0.4664471424542941,4.032333493232727,0.15980647361049286
34,1.8890407956563509,0.46654358162329745,4.050467225221487,0.16030025052336547
35,1.8627746563691359,0.4705928105574388,4.363866925239563,0.16286405863670203
36,1.8434102397698622,0.47675909904333263,4.371633428793687,0.15957588645128104
37,1.8194348949652452,0.47737032633561355,4.287897128325242,0.16510325985459182
38,1.7842733218119695,0.4921348885847972,4.026205154565664,0.16407644805999902
39,1.775011773292835,0.4923233355467136,4.466974359292251,0.16052195573082337
40,1.7457656997900743,0.497707160619589,4.2753825187683105,0.16398114510453665
41,1.7215443712014418,0.5021859579361402,4.300265211325425,0.16154528839083818
42,1.722019796188061,0.500839501619339,4.368572290127094,0.1581633360340045
43,1.7197738656630883,0.49606388119550854,4.3943367921389065,0.16086628517279258
44,1.702043620439676,0.5077549379605514,4.495930827580965,0.19297501559440905
45,1.706293862599593,0.5005432069301605,4.4703737405630255,0.19189120170015556
46,1.6768267292242784,0.5095851639142404,4.603456377983093,0.16694886867816633
47,1.7042082227193391,0.5010026544332504,4.4352561969023485,0.15686171358594528
48,1.7549487398220942,0.48886941144099605,4.419778016897348,0.16666309678783783
49,1.80433373267834,0.4701342204442391,4.6326652856973505,0.15529940621210978
50,1.8736947041291456,0.45350072475580067,5.239759115072397,0.1548761183825823
51,2.111358505028945,0.4143916299709907,4.632760579769428,0.15246989950537682
52,1.9891274433869581,0.4361850837102303,5.951516023048987,0.13598534321555725
53,2.007723794533656,0.43420521914958954,4.330248860212473,0.15351843232145676
54,1.9324637330495393,0.44703468221884507,4.256329591457661,0.1559009921665375
55,1.8612565444065974,0.4604813445072908,4.351840349344107,0.1588151240004943
56,1.8043512518589313,0.4741264638992456,4.725789391077482,0.1505052957397241
57,1.75397462111253,0.4838285618103467,4.286577105522156,0.18271744136626905
58,1.7044443167172945,0.4981489319067735,4.465143735592182,0.16508629402289024
59,1.6835033893585205,0.5062641123166451,4.471903223257798,0.16304715235645956
60,1.6643777718910804,0.510830011505347,4.599491119384766,0.17711031494232324
61,1.6399590052091157,0.5195647076918528,4.521037817001343,0.1735614022383323
62,1.628534619624798,0.5125385476992681,4.639547146283663,0.1634500860594786
63,1.61918266919943,0.5229802315051739,4.58761112506573,0.1669771304497352
64,1.604872831931481,0.5245340248713126,4.580582673733051,0.16290866411649263
65,1.5893378257751465,0.5297472224785731,4.700679632333609,0.16285076565467393
66,1.5784476124323332,0.5316428244113922,4.816761255264282,0.15978306044752782
67,1.5480750294832082,0.5370324781307807,4.861341623159555,0.16729561354105288
68,1.5268819286273076,0.5416567600690402,5.135882395964402,0.15626459052929512
69,1.5237095814484816,0.5455951667748965,5.000680180696341,0.17258553436169258
70,1.5472626869495099,0.5386450164593183,5.123625159263611,0.1680147908627987
71,1.5362032330953157,0.5430207561988097,4.87385999239408,0.16998363859378374
72,1.5317482031308687,0.5421932064569913,5.0073825396024265,0.15538029515972504
73,1.5674076538819532,0.5311687840865209,5.466092054660503,0.1834070232625191
74,1.6756632924079895,0.5129518634997882,5.368851771721473,0.14133119697754198
75,1.714311407162593,0.5017256564818896,5.377316694993239,0.1458946091051285
76,1.757911966397212,0.49167682918218464,4.9691431889167195,0.15149837932907617
77,1.691334449327909,0.5055418289624728,4.988302872731135,0.1630543309908647
78,1.6699567437171936,0.5129796300943081,5.1270568554218,0.1534079175729018
79,1.748414736527663,0.4925907024970421,5.442763200173011,0.21844828959840995
80,1.8269905952306895,0.47075343705140626,5.0723192141606255,0.15504178605400598
81,1.869760513305664,0.4611356533490695,5.07116513985854,0.14693526923656464
82,1.8598831937863276,0.465926604775282,4.986454065029438,0.15606789892682663
83,1.8889512924047618,0.45639542089058804,5.052597596095159,0.15016216326218385
84,1.9067220366918123,0.4568650688116367,4.612982841638418,0.15345765793552765
85,1.8509832804019635,0.4646575588446397,4.739835647436289,0.1552726809795086
86,1.7992419875585115,0.4735077034968596,5.705487526380098,0.16739971534563944
87,1.7729379397172194,0.4829663737462117,4.81294061587407,0.15496333946402258
88,1.7636312658970172,0.4863639771938324,4.7169731763693,0.1534566945181443
89,1.7414625378755422,0.486727957542126,5.053060623315664,0.19823758905896774
90,1.7002990887715266,0.5026175012955298,4.901355358270498,0.15389090919723877
91,1.6697855362525353,0.5038008873279278,4.961089977851281,0.15551946168908706
92,1.638944910122798,0.5199771626637533,4.842536843740023,0.1553693373615925
93,1.663420626750359,0.5094849914312363,4.935460090637207,0.1543299097281236
94,1.7083721252588124,0.50651332621391,4.986669595424946,0.15035515651106834
95,1.70867337171848,0.5014310284302785,4.950012738888081,0.1527601294219494
96,1.6960291449840252,0.5077304484752508,5.0472364609058085,0.16063304618000984
97,1.6683540848585277,0.5088560443658096,5.401027991221501,0.1573885237941375
98,1.6310991186362047,0.5227073706113375,5.007416853537927,0.1618389659203016
99,1.6049154446675227,0.5285872622178152,5.207458551113422,0.1567050344668902
100,1.571862633411701,0.5368124624857535,4.852607690371,0.15918233876044935
101,1.5534882958118732,0.542673993569154,5.238303734705998,0.16724352366649187
102,1.5437239958689764,0.5405219770394839,5.073649571492122,0.16935910284519196
103,1.5277440089445848,0.5515176367301208,5.132361338688777,0.16940217436506197
104,1.5062412069394038,0.5576667281297537,5.132774646465595,0.17145642151053136
105,1.4850453184201167,0.570345578285364,5.008142599692712,0.1628745708328027
